"","period","mean","converge","signal","type","good"
"2269",12,1,1,21,"RGG_partial","Correct consensus"
"2270",1,0.65,NA,22,"RGG_partial","Breakdown"
"2271",2,0.8,0,22,"RGG_partial","Breakdown"
"2272",3,0.8,1,22,"RGG_partial","Breakdown"
"2273",4,0.8,1,22,"RGG_partial","Breakdown"
"2274",5,0.8,1,22,"RGG_partial","Breakdown"
"2275",6,0.8,1,22,"RGG_partial","Breakdown"
"2276",7,0.8,1,22,"RGG_partial","Breakdown"
"2277",8,0.8,1,22,"RGG_partial","Breakdown"
"2278",9,0.8,1,22,"RGG_partial","Breakdown"
"2279",10,0.8,1,22,"RGG_partial","Breakdown"
"2280",11,0.8,1,22,"RGG_partial","Breakdown"
"2281",12,0.8,1,22,"RGG_partial","Breakdown"
"2282",1,0.7,NA,23,"RGG_partial","Correct consensus"
"2283",2,0.9,0,23,"RGG_partial","Correct consensus"
"2284",3,1,0,23,"RGG_partial","Correct consensus"
"2285",4,1,1,23,"RGG_partial","Correct consensus"
"2286",5,1,1,23,"RGG_partial","Correct consensus"
"2287",6,1,1,23,"RGG_partial","Correct consensus"
"2288",7,1,1,23,"RGG_partial","Correct consensus"
"2289",8,1,1,23,"RGG_partial","Correct consensus"
"2290",9,1,1,23,"RGG_partial","Correct consensus"
"2291",10,1,1,23,"RGG_partial","Correct consensus"
"2292",11,1,1,23,"RGG_partial","Correct consensus"
"2293",12,1,1,23,"RGG_partial","Correct consensus"
"2294",1,0.7,NA,24,"RGG_partial","Correct consensus"
"2295",2,1,0,24,"RGG_partial","Correct consensus"
"2296",3,1,1,24,"RGG_partial","Correct consensus"
"2297",4,1,1,24,"RGG_partial","Correct consensus"
"2298",5,1,1,24,"RGG_partial","Correct consensus"
"2299",6,1,1,24,"RGG_partial","Correct consensus"
"2300",7,1,1,24,"RGG_partial","Correct consensus"
"2301",8,1,1,24,"RGG_partial","Correct consensus"
"2302",9,1,1,24,"RGG_partial","Correct consensus"
"2303",10,1,1,24,"RGG_partial","Correct consensus"
"2304",11,1,1,24,"RGG_partial","Correct consensus"
"2305",12,1,1,24,"RGG_partial","Correct consensus"
"2306",1,0.7,NA,1,"ER_40","Correct consensus"
"2307",2,0.8,0,1,"ER_40","Correct consensus"
"2308",3,0.875,0,1,"ER_40","Correct consensus"
"2309",4,0.925,0,1,"ER_40","Correct consensus"
"2310",5,0.95,0,1,"ER_40","Correct consensus"
"2311",6,0.95,1,1,"ER_40","Correct consensus"
"2312",7,0.95,1,1,"ER_40","Correct consensus"
"2313",8,0.95,1,1,"ER_40","Correct consensus"
"2314",9,0.95,1,1,"ER_40","Correct consensus"
"2315",10,0.95,1,1,"ER_40","Correct consensus"
"2316",11,0.95,1,1,"ER_40","Correct consensus"
"2317",12,0.95,1,1,"ER_40","Correct consensus"
"2318",1,0.675,NA,2,"ER_40","Correct consensus"
"2319",2,0.875,0,2,"ER_40","Correct consensus"
"2320",3,1,0,2,"ER_40","Correct consensus"
"2321",4,1,1,2,"ER_40","Correct consensus"
"2322",5,1,1,2,"ER_40","Correct consensus"
"2323",6,1,1,2,"ER_40","Correct consensus"
"2324",7,1,1,2,"ER_40","Correct consensus"
"2325",8,1,1,2,"ER_40","Correct consensus"
"2326",9,1,1,2,"ER_40","Correct consensus"
"2327",10,1,1,2,"ER_40","Correct consensus"
"2328",11,1,1,2,"ER_40","Correct consensus"
"2329",12,1,1,2,"ER_40","Correct consensus"
"2330",1,0.7,NA,3,"ER_40","Correct consensus"
"2331",2,0.8,0,3,"ER_40","Correct consensus"
"2332",3,0.85,0,3,"ER_40","Correct consensus"
"2333",4,0.9,0,3,"ER_40","Correct consensus"
"2334",5,0.925,0,3,"ER_40","Correct consensus"
"2335",6,0.95,0,3,"ER_40","Correct consensus"
"2336",7,0.95,1,3,"ER_40","Correct consensus"
"2337",8,0.95,1,3,"ER_40","Correct consensus"
"2338",9,0.95,1,3,"ER_40","Correct consensus"
"2339",10,0.95,1,3,"ER_40","Correct consensus"
"2340",11,0.95,1,3,"ER_40","Correct consensus"
"2341",12,0.95,1,3,"ER_40","Correct consensus"
"2342",1,0.725,NA,4,"ER_40","Correct consensus"
"2343",2,0.825,0,4,"ER_40","Correct consensus"
"2344",3,0.975,0,4,"ER_40","Correct consensus"
"2345",4,1,0,4,"ER_40","Correct consensus"
"2346",5,1,1,4,"ER_40","Correct consensus"
"2347",6,1,1,4,"ER_40","Correct consensus"
"2348",7,1,1,4,"ER_40","Correct consensus"
"2349",8,1,1,4,"ER_40","Correct consensus"
"2350",9,1,1,4,"ER_40","Correct consensus"
"2351",10,1,1,4,"ER_40","Correct consensus"
"2352",11,1,1,4,"ER_40","Correct consensus"
"2353",12,1,1,4,"ER_40","Correct consensus"
"2354",1,0.75,NA,5,"ER_40","Correct consensus"
"2355",2,0.875,0,5,"ER_40","Correct consensus"
"2356",3,0.925,0,5,"ER_40","Correct consensus"
"2357",4,0.975,0,5,"ER_40","Correct consensus"
"2358",5,1,0,5,"ER_40","Correct consensus"
"2359",6,1,1,5,"ER_40","Correct consensus"
"2360",7,1,1,5,"ER_40","Correct consensus"
"2361",8,1,1,5,"ER_40","Correct consensus"
"2362",9,1,1,5,"ER_40","Correct consensus"
"2363",10,1,1,5,"ER_40","Correct consensus"
"2364",11,1,1,5,"ER_40","Correct consensus"
"2365",12,1,1,5,"ER_40","Correct consensus"
"2366",1,0.55,NA,6,"ER_40","Breakdown"
"2367",2,0.5,0,6,"ER_40","Breakdown"
"2368",3,0.425,0,6,"ER_40","Breakdown"
"2369",4,0.4,0,6,"ER_40","Breakdown"
"2370",5,0.375,0,6,"ER_40","Breakdown"
"2371",6,0.35,0,6,"ER_40","Breakdown"
"2372",7,0.325,0,6,"ER_40","Breakdown"
"2373",8,0.325,1,6,"ER_40","Breakdown"
"2374",9,0.325,1,6,"ER_40","Breakdown"
"2375",10,0.325,1,6,"ER_40","Breakdown"
"2376",11,0.325,1,6,"ER_40","Breakdown"
"2377",12,0.325,1,6,"ER_40","Breakdown"
"2378",1,0.75,NA,7,"ER_40","Correct consensus"
"2379",2,0.85,0,7,"ER_40","Correct consensus"
"2380",3,0.95,0,7,"ER_40","Correct consensus"
"2381",4,0.975,0,7,"ER_40","Correct consensus"
"2382",5,1,0,7,"ER_40","Correct consensus"
"2383",6,1,1,7,"ER_40","Correct consensus"
"2384",7,1,1,7,"ER_40","Correct consensus"
"2385",8,1,1,7,"ER_40","Correct consensus"
"2386",9,1,1,7,"ER_40","Correct consensus"
"2387",10,1,1,7,"ER_40","Correct consensus"
"2388",11,1,1,7,"ER_40","Correct consensus"
"2389",12,1,1,7,"ER_40","Correct consensus"
"2390",1,0.675,NA,8,"ER_40","Correct consensus"
"2391",2,0.775,0,8,"ER_40","Correct consensus"
"2392",3,0.9,0,8,"ER_40","Correct consensus"
"2393",4,1,0,8,"ER_40","Correct consensus"
"2394",5,1,1,8,"ER_40","Correct consensus"
"2395",6,1,1,8,"ER_40","Correct consensus"
"2396",7,1,1,8,"ER_40","Correct consensus"
"2397",8,1,1,8,"ER_40","Correct consensus"
"2398",9,1,1,8,"ER_40","Correct consensus"
"2399",10,1,1,8,"ER_40","Correct consensus"
"2400",11,1,1,8,"ER_40","Correct consensus"
"2401",12,1,1,8,"ER_40","Correct consensus"
"2402",1,0.6,NA,9,"ER_40","Breakdown"
"2403",2,0.55,0,9,"ER_40","Breakdown"
"2404",3,0.55,0,9,"ER_40","Breakdown"
"2405",4,0.5,0,9,"ER_40","Breakdown"
"2406",5,0.475,0,9,"ER_40","Breakdown"
"2407",6,0.45,0,9,"ER_40","Breakdown"
"2408",7,0.425,0,9,"ER_40","Breakdown"
"2409",8,0.425,1,9,"ER_40","Breakdown"
"2410",9,0.425,1,9,"ER_40","Breakdown"
"2411",10,0.425,1,9,"ER_40","Breakdown"
"2412",11,0.425,1,9,"ER_40","Breakdown"
"2413",12,0.425,1,9,"ER_40","Breakdown"
"2414",1,0.7,NA,10,"ER_40","Correct consensus"
"2415",2,0.85,0,10,"ER_40","Correct consensus"
"2416",3,0.9,0,10,"ER_40","Correct consensus"
"2417",4,0.95,0,10,"ER_40","Correct consensus"
"2418",5,0.95,1,10,"ER_40","Correct consensus"
"2419",6,0.95,1,10,"ER_40","Correct consensus"
"2420",7,0.95,1,10,"ER_40","Correct consensus"
"2421",8,0.95,1,10,"ER_40","Correct consensus"
"2422",9,0.95,1,10,"ER_40","Correct consensus"
"2423",10,0.95,1,10,"ER_40","Correct consensus"
"2424",11,0.95,1,10,"ER_40","Correct consensus"
"2425",12,0.95,1,10,"ER_40","Correct consensus"
"2426",1,0.675,NA,11,"ER_40","Correct consensus"
"2427",2,0.875,0,11,"ER_40","Correct consensus"
"2428",3,0.95,0,11,"ER_40","Correct consensus"
"2429",4,0.975,0,11,"ER_40","Correct consensus"
"2430",5,0.975,1,11,"ER_40","Correct consensus"
"2431",6,0.975,1,11,"ER_40","Correct consensus"
"2432",7,0.975,1,11,"ER_40","Correct consensus"
"2433",8,0.975,1,11,"ER_40","Correct consensus"
"2434",9,1,0,11,"ER_40","Correct consensus"
"2435",10,1,1,11,"ER_40","Correct consensus"
"2436",11,1,1,11,"ER_40","Correct consensus"
"2437",12,1,1,11,"ER_40","Correct consensus"
"2438",1,0.75,NA,12,"ER_40","Correct consensus"
"2439",2,0.95,0,12,"ER_40","Correct consensus"
"2440",3,0.975,0,12,"ER_40","Correct consensus"
"2441",4,1,0,12,"ER_40","Correct consensus"
"2442",5,1,1,12,"ER_40","Correct consensus"
"2443",6,1,1,12,"ER_40","Correct consensus"
"2444",7,1,1,12,"ER_40","Correct consensus"
"2445",8,1,1,12,"ER_40","Correct consensus"
"2446",9,1,1,12,"ER_40","Correct consensus"
"2447",10,1,1,12,"ER_40","Correct consensus"
"2448",11,1,1,12,"ER_40","Correct consensus"
"2449",12,1,1,12,"ER_40","Correct consensus"
"2450",1,0.7,NA,13,"ER_40","Correct consensus"
"2451",2,0.825,0,13,"ER_40","Correct consensus"
"2452",3,0.95,0,13,"ER_40","Correct consensus"
"2453",4,0.95,1,13,"ER_40","Correct consensus"
"2454",5,0.95,1,13,"ER_40","Correct consensus"
"2455",6,0.95,1,13,"ER_40","Correct consensus"
"2456",7,0.95,1,13,"ER_40","Correct consensus"
"2457",8,0.95,1,13,"ER_40","Correct consensus"
"2458",9,0.95,1,13,"ER_40","Correct consensus"
"2459",10,0.95,1,13,"ER_40","Correct consensus"
"2460",11,0.95,1,13,"ER_40","Correct consensus"
"2461",12,0.95,1,13,"ER_40","Correct consensus"
"2462",1,0.675,NA,14,"ER_40","Correct consensus"
"2463",2,0.8,0,14,"ER_40","Correct consensus"
"2464",3,0.925,0,14,"ER_40","Correct consensus"
"2465",4,0.975,0,14,"ER_40","Correct consensus"
"2466",5,0.975,1,14,"ER_40","Correct consensus"
"2467",6,0.975,1,14,"ER_40","Correct consensus"
"2468",7,0.975,1,14,"ER_40","Correct consensus"
"2469",8,0.975,1,14,"ER_40","Correct consensus"
"2470",9,1,0,14,"ER_40","Correct consensus"
"2471",10,1,1,14,"ER_40","Correct consensus"
"2472",11,1,1,14,"ER_40","Correct consensus"
"2473",12,1,1,14,"ER_40","Correct consensus"
"2474",1,0.75,NA,15,"ER_40","Correct consensus"
"2475",2,0.85,0,15,"ER_40","Correct consensus"
"2476",3,0.95,0,15,"ER_40","Correct consensus"
"2477",4,0.975,0,15,"ER_40","Correct consensus"
"2478",5,1,0,15,"ER_40","Correct consensus"
"2479",6,1,1,15,"ER_40","Correct consensus"
"2480",7,1,1,15,"ER_40","Correct consensus"
"2481",8,1,1,15,"ER_40","Correct consensus"
"2482",9,1,1,15,"ER_40","Correct consensus"
"2483",10,1,1,15,"ER_40","Correct consensus"
"2484",11,1,1,15,"ER_40","Correct consensus"
"2485",12,1,1,15,"ER_40","Correct consensus"
"2486",1,0.65,NA,16,"ER_40","Correct consensus"
"2487",2,0.7,0,16,"ER_40","Correct consensus"
"2488",3,0.875,0,16,"ER_40","Correct consensus"
"2489",4,0.95,0,16,"ER_40","Correct consensus"
"2490",5,0.975,0,16,"ER_40","Correct consensus"
"2491",6,0.975,1,16,"ER_40","Correct consensus"
"2492",7,1,0,16,"ER_40","Correct consensus"
"2493",8,1,1,16,"ER_40","Correct consensus"
"2494",9,1,1,16,"ER_40","Correct consensus"
"2495",10,1,1,16,"ER_40","Correct consensus"
"2496",11,1,1,16,"ER_40","Correct consensus"
"2497",12,1,1,16,"ER_40","Correct consensus"
"2498",1,0.625,NA,17,"ER_40","Breakdown"
"2499",2,0.575,0,17,"ER_40","Breakdown"
"2500",3,0.55,0,17,"ER_40","Breakdown"
"2501",4,0.575,0,17,"ER_40","Breakdown"
"2502",5,0.55,0,17,"ER_40","Breakdown"
"2503",6,0.55,1,17,"ER_40","Breakdown"
"2504",7,0.55,1,17,"ER_40","Breakdown"
"2505",8,0.55,1,17,"ER_40","Breakdown"
"2506",9,0.55,1,17,"ER_40","Breakdown"
"2507",10,0.55,1,17,"ER_40","Breakdown"
"2508",11,0.55,1,17,"ER_40","Breakdown"
"2509",12,0.55,1,17,"ER_40","Breakdown"
"2510",1,0.675,NA,18,"ER_40","Correct consensus"
"2511",2,0.875,0,18,"ER_40","Correct consensus"
"2512",3,0.925,0,18,"ER_40","Correct consensus"
"2513",4,0.95,0,18,"ER_40","Correct consensus"
"2514",5,0.95,1,18,"ER_40","Correct consensus"
"2515",6,0.95,1,18,"ER_40","Correct consensus"
"2516",7,0.95,1,18,"ER_40","Correct consensus"
"2517",8,0.95,1,18,"ER_40","Correct consensus"
"2518",9,0.95,1,18,"ER_40","Correct consensus"
"2519",10,0.95,1,18,"ER_40","Correct consensus"
"2520",11,0.95,1,18,"ER_40","Correct consensus"
"2521",12,0.95,1,18,"ER_40","Correct consensus"
"2522",1,0.75,NA,19,"ER_40","Correct consensus"
"2523",2,0.9,0,19,"ER_40","Correct consensus"
"2524",3,0.975,0,19,"ER_40","Correct consensus"
"2525",4,1,0,19,"ER_40","Correct consensus"
"2526",5,1,1,19,"ER_40","Correct consensus"
"2527",6,1,1,19,"ER_40","Correct consensus"
"2528",7,1,1,19,"ER_40","Correct consensus"
"2529",8,1,1,19,"ER_40","Correct consensus"
"2530",9,1,1,19,"ER_40","Correct consensus"
"2531",10,1,1,19,"ER_40","Correct consensus"
"2532",11,1,1,19,"ER_40","Correct consensus"
"2533",12,1,1,19,"ER_40","Correct consensus"
"2534",1,0.75,NA,20,"ER_40","Correct consensus"
"2535",2,0.9,0,20,"ER_40","Correct consensus"
"2536",3,0.975,0,20,"ER_40","Correct consensus"
"2537",4,1,0,20,"ER_40","Correct consensus"
"2538",5,1,1,20,"ER_40","Correct consensus"
"2539",6,1,1,20,"ER_40","Correct consensus"
"2540",7,1,1,20,"ER_40","Correct consensus"
"2541",8,1,1,20,"ER_40","Correct consensus"
"2542",9,1,1,20,"ER_40","Correct consensus"
"2543",10,1,1,20,"ER_40","Correct consensus"
"2544",11,1,1,20,"ER_40","Correct consensus"
"2545",12,1,1,20,"ER_40","Correct consensus"
"2546",1,0.85,NA,21,"ER_40","Correct consensus"
"2547",2,0.975,0,21,"ER_40","Correct consensus"
"2548",3,0.975,1,21,"ER_40","Correct consensus"
"2549",4,0.975,1,21,"ER_40","Correct consensus"
"2550",5,1,0,21,"ER_40","Correct consensus"
"2551",6,1,1,21,"ER_40","Correct consensus"
"2552",7,1,1,21,"ER_40","Correct consensus"
"2553",8,1,1,21,"ER_40","Correct consensus"
"2554",9,1,1,21,"ER_40","Correct consensus"
"2555",10,1,1,21,"ER_40","Correct consensus"
"2556",11,1,1,21,"ER_40","Correct consensus"
"2557",12,1,1,21,"ER_40","Correct consensus"
"2558",1,0.725,NA,22,"ER_40","Correct consensus"
"2559",2,0.9,0,22,"ER_40","Correct consensus"
"2560",3,1,0,22,"ER_40","Correct consensus"
"2561",4,1,1,22,"ER_40","Correct consensus"
"2562",5,1,1,22,"ER_40","Correct consensus"
"2563",6,1,1,22,"ER_40","Correct consensus"
"2564",7,1,1,22,"ER_40","Correct consensus"
"2565",8,1,1,22,"ER_40","Correct consensus"
"2566",9,1,1,22,"ER_40","Correct consensus"
"2567",10,1,1,22,"ER_40","Correct consensus"
"2568",11,1,1,22,"ER_40","Correct consensus"
"2569",12,1,1,22,"ER_40","Correct consensus"
"2570",1,0.7,NA,23,"ER_40","Correct consensus"
"2571",2,0.8,0,23,"ER_40","Correct consensus"
"2572",3,0.875,0,23,"ER_40","Correct consensus"
"2573",4,0.9,0,23,"ER_40","Correct consensus"
"2574",5,0.925,0,23,"ER_40","Correct consensus"
"2575",6,0.95,0,23,"ER_40","Correct consensus"
"2576",7,0.95,1,23,"ER_40","Correct consensus"
"2577",8,0.95,1,23,"ER_40","Correct consensus"
"2578",9,0.95,1,23,"ER_40","Correct consensus"
"2579",10,0.95,1,23,"ER_40","Correct consensus"
"2580",11,0.95,1,23,"ER_40","Correct consensus"
"2581",12,0.95,1,23,"ER_40","Correct consensus"
"2582",1,0.7,NA,24,"ER_40","Correct consensus"
"2583",2,0.8,0,24,"ER_40","Correct consensus"
"2584",3,0.925,0,24,"ER_40","Correct consensus"
"2585",4,0.95,0,24,"ER_40","Correct consensus"
"2586",5,0.95,1,24,"ER_40","Correct consensus"
"2587",6,0.95,1,24,"ER_40","Correct consensus"
"2588",7,0.95,1,24,"ER_40","Correct consensus"
"2589",8,0.95,1,24,"ER_40","Correct consensus"
"2590",9,0.95,1,24,"ER_40","Correct consensus"
"2591",10,0.95,1,24,"ER_40","Correct consensus"
"2592",11,0.95,1,24,"ER_40","Correct consensus"
"2593",12,0.95,1,24,"ER_40","Correct consensus"
"2594",1,0.7,NA,1,"SB_40","Correct consensus"
"2595",2,0.95,0,1,"SB_40","Correct consensus"
"2596",3,0.975,0,1,"SB_40","Correct consensus"
"2597",4,1,0,1,"SB_40","Correct consensus"
"2598",5,1,1,1,"SB_40","Correct consensus"
"2599",6,1,1,1,"SB_40","Correct consensus"
"2600",7,1,1,1,"SB_40","Correct consensus"
"2601",8,1,1,1,"SB_40","Correct consensus"
"2602",9,1,1,1,"SB_40","Correct consensus"
"2603",10,1,1,1,"SB_40","Correct consensus"
"2604",11,1,1,1,"SB_40","Correct consensus"
"2605",12,1,1,1,"SB_40","Correct consensus"
"2606",1,0.675,NA,2,"SB_40","Correct consensus"
"2607",2,0.775,0,2,"SB_40","Correct consensus"
"2608",3,0.85,0,2,"SB_40","Correct consensus"
"2609",4,0.875,0,2,"SB_40","Correct consensus"
"2610",5,0.875,1,2,"SB_40","Correct consensus"
"2611",6,0.875,1,2,"SB_40","Correct consensus"
"2612",7,0.875,1,2,"SB_40","Correct consensus"
"2613",8,0.875,1,2,"SB_40","Correct consensus"
"2614",9,0.875,1,2,"SB_40","Correct consensus"
"2615",10,0.875,1,2,"SB_40","Correct consensus"
"2616",11,0.875,1,2,"SB_40","Correct consensus"
"2617",12,0.875,1,2,"SB_40","Correct consensus"
"2618",1,0.7,NA,3,"SB_40","Breakdown"
"2619",2,0.775,0,3,"SB_40","Breakdown"
"2620",3,0.75,0,3,"SB_40","Breakdown"
"2621",4,0.75,1,3,"SB_40","Breakdown"
"2622",5,0.75,1,3,"SB_40","Breakdown"
"2623",6,0.75,1,3,"SB_40","Breakdown"
"2624",7,0.75,1,3,"SB_40","Breakdown"
"2625",8,0.75,1,3,"SB_40","Breakdown"
"2626",9,0.75,1,3,"SB_40","Breakdown"
"2627",10,0.75,1,3,"SB_40","Breakdown"
"2628",11,0.75,1,3,"SB_40","Breakdown"
"2629",12,0.75,1,3,"SB_40","Breakdown"
"2630",1,0.725,NA,4,"SB_40","Correct consensus"
"2631",2,0.85,0,4,"SB_40","Correct consensus"
"2632",3,0.875,0,4,"SB_40","Correct consensus"
"2633",4,0.875,1,4,"SB_40","Correct consensus"
"2634",5,0.875,1,4,"SB_40","Correct consensus"
"2635",6,0.875,1,4,"SB_40","Correct consensus"
"2636",7,0.875,1,4,"SB_40","Correct consensus"
"2637",8,0.875,1,4,"SB_40","Correct consensus"
"2638",9,0.875,1,4,"SB_40","Correct consensus"
"2639",10,0.875,1,4,"SB_40","Correct consensus"
"2640",11,0.875,1,4,"SB_40","Correct consensus"
"2641",12,0.875,1,4,"SB_40","Correct consensus"
"2642",1,0.75,NA,5,"SB_40","Correct consensus"
"2643",2,0.85,0,5,"SB_40","Correct consensus"
"2644",3,0.825,0,5,"SB_40","Correct consensus"
"2645",4,0.825,0,5,"SB_40","Correct consensus"
"2646",5,0.85,0,5,"SB_40","Correct consensus"
"2647",6,0.875,0,5,"SB_40","Correct consensus"
"2648",7,0.875,1,5,"SB_40","Correct consensus"
"2649",8,0.875,1,5,"SB_40","Correct consensus"
"2650",9,0.875,1,5,"SB_40","Correct consensus"
"2651",10,0.875,1,5,"SB_40","Correct consensus"
"2652",11,0.875,1,5,"SB_40","Correct consensus"
"2653",12,0.875,1,5,"SB_40","Correct consensus"
"2654",1,0.55,NA,6,"SB_40","Breakdown"
"2655",2,0.475,0,6,"SB_40","Breakdown"
"2656",3,0.425,0,6,"SB_40","Breakdown"
"2657",4,0.4,0,6,"SB_40","Breakdown"
"2658",5,0.4,0,6,"SB_40","Breakdown"
"2659",6,0.35,0,6,"SB_40","Breakdown"
"2660",7,0.325,0,6,"SB_40","Breakdown"
"2661",8,0.325,1,6,"SB_40","Breakdown"
"2662",9,0.325,1,6,"SB_40","Breakdown"
"2663",10,0.325,1,6,"SB_40","Breakdown"
"2664",11,0.325,1,6,"SB_40","Breakdown"
"2665",12,0.325,1,6,"SB_40","Breakdown"
"2666",1,0.75,NA,7,"SB_40","Correct consensus"
"2667",2,0.85,0,7,"SB_40","Correct consensus"
"2668",3,0.875,0,7,"SB_40","Correct consensus"
"2669",4,0.875,1,7,"SB_40","Correct consensus"
"2670",5,0.875,1,7,"SB_40","Correct consensus"
"2671",6,0.875,1,7,"SB_40","Correct consensus"
"2672",7,0.875,1,7,"SB_40","Correct consensus"
"2673",8,0.875,1,7,"SB_40","Correct consensus"
"2674",9,0.875,1,7,"SB_40","Correct consensus"
"2675",10,0.875,1,7,"SB_40","Correct consensus"
"2676",11,0.875,1,7,"SB_40","Correct consensus"
"2677",12,0.875,1,7,"SB_40","Correct consensus"
"2678",1,0.675,NA,8,"SB_40","Correct consensus"
"2679",2,0.8,0,8,"SB_40","Correct consensus"
"2680",3,0.825,0,8,"SB_40","Correct consensus"
"2681",4,0.85,0,8,"SB_40","Correct consensus"
"2682",5,0.875,0,8,"SB_40","Correct consensus"
"2683",6,0.875,1,8,"SB_40","Correct consensus"
"2684",7,0.875,1,8,"SB_40","Correct consensus"
"2685",8,0.875,1,8,"SB_40","Correct consensus"
"2686",9,0.875,1,8,"SB_40","Correct consensus"
"2687",10,0.875,1,8,"SB_40","Correct consensus"
"2688",11,0.875,1,8,"SB_40","Correct consensus"
"2689",12,0.875,1,8,"SB_40","Correct consensus"
"2690",1,0.6,NA,9,"SB_40","Correct consensus"
"2691",2,0.775,0,9,"SB_40","Correct consensus"
"2692",3,0.85,0,9,"SB_40","Correct consensus"
"2693",4,0.875,0,9,"SB_40","Correct consensus"
"2694",5,0.875,0,9,"SB_40","Correct consensus"
"2695",6,0.85,0,9,"SB_40","Correct consensus"
"2696",7,0.875,0,9,"SB_40","Correct consensus"
"2697",8,0.875,1,9,"SB_40","Correct consensus"
"2698",9,0.875,1,9,"SB_40","Correct consensus"
"2699",10,0.875,1,9,"SB_40","Correct consensus"
"2700",11,0.875,1,9,"SB_40","Correct consensus"
"2701",12,0.875,1,9,"SB_40","Correct consensus"
"2702",1,0.7,NA,10,"SB_40","Correct consensus"
"2703",2,0.825,0,10,"SB_40","Correct consensus"
"2704",3,0.825,0,10,"SB_40","Correct consensus"
"2705",4,0.825,1,10,"SB_40","Correct consensus"
"2706",5,0.825,1,10,"SB_40","Correct consensus"
"2707",6,0.85,0,10,"SB_40","Correct consensus"
"2708",7,0.875,0,10,"SB_40","Correct consensus"
"2709",8,0.875,1,10,"SB_40","Correct consensus"
"2710",9,0.875,1,10,"SB_40","Correct consensus"
"2711",10,0.875,1,10,"SB_40","Correct consensus"
"2712",11,0.875,1,10,"SB_40","Correct consensus"
"2713",12,0.875,1,10,"SB_40","Correct consensus"
"2714",1,0.675,NA,11,"SB_40","Correct consensus"
"2715",2,0.775,0,11,"SB_40","Correct consensus"
"2716",3,0.825,0,11,"SB_40","Correct consensus"
"2717",4,0.85,0,11,"SB_40","Correct consensus"
"2718",5,0.875,0,11,"SB_40","Correct consensus"
"2719",6,0.875,1,11,"SB_40","Correct consensus"
"2720",7,0.875,1,11,"SB_40","Correct consensus"
"2721",8,0.875,1,11,"SB_40","Correct consensus"
"2722",9,0.875,1,11,"SB_40","Correct consensus"
"2723",10,0.875,1,11,"SB_40","Correct consensus"
"2724",11,0.875,1,11,"SB_40","Correct consensus"
"2725",12,0.875,1,11,"SB_40","Correct consensus"
"2726",1,0.75,NA,12,"SB_40","Correct consensus"
"2727",2,0.925,0,12,"SB_40","Correct consensus"
"2728",3,0.975,0,12,"SB_40","Correct consensus"
"2729",4,0.975,1,12,"SB_40","Correct consensus"
"2730",5,1,0,12,"SB_40","Correct consensus"
"2731",6,1,1,12,"SB_40","Correct consensus"
"2732",7,1,1,12,"SB_40","Correct consensus"
"2733",8,1,1,12,"SB_40","Correct consensus"
"2734",9,1,1,12,"SB_40","Correct consensus"
"2735",10,1,1,12,"SB_40","Correct consensus"
"2736",11,1,1,12,"SB_40","Correct consensus"
"2737",12,1,1,12,"SB_40","Correct consensus"
"2738",1,0.7,NA,13,"SB_40","Breakdown"
"2739",2,0.725,0,13,"SB_40","Breakdown"
"2740",3,0.725,0,13,"SB_40","Breakdown"
"2741",4,0.75,0,13,"SB_40","Breakdown"
"2742",5,0.75,1,13,"SB_40","Breakdown"
"2743",6,0.75,1,13,"SB_40","Breakdown"
"2744",7,0.75,1,13,"SB_40","Breakdown"
"2745",8,0.75,1,13,"SB_40","Breakdown"
"2746",9,0.75,1,13,"SB_40","Breakdown"
"2747",10,0.75,1,13,"SB_40","Breakdown"
"2748",11,0.75,1,13,"SB_40","Breakdown"
"2749",12,0.75,1,13,"SB_40","Breakdown"
"2750",1,0.675,NA,14,"SB_40","Breakdown"
"2751",2,0.85,0,14,"SB_40","Breakdown"
"2752",3,0.825,0,14,"SB_40","Breakdown"
"2753",4,0.775,0,14,"SB_40","Breakdown"
"2754",5,0.75,0,14,"SB_40","Breakdown"
"2755",6,0.75,1,14,"SB_40","Breakdown"
"2756",7,0.75,1,14,"SB_40","Breakdown"
"2757",8,0.75,1,14,"SB_40","Breakdown"
"2758",9,0.75,1,14,"SB_40","Breakdown"
"2759",10,0.75,1,14,"SB_40","Breakdown"
"2760",11,0.75,1,14,"SB_40","Breakdown"
"2761",12,0.75,1,14,"SB_40","Breakdown"
"2762",1,0.75,NA,15,"SB_40","Correct consensus"
"2763",2,0.95,0,15,"SB_40","Correct consensus"
"2764",3,1,0,15,"SB_40","Correct consensus"
"2765",4,1,1,15,"SB_40","Correct consensus"
"2766",5,1,1,15,"SB_40","Correct consensus"
"2767",6,1,1,15,"SB_40","Correct consensus"
"2768",7,1,1,15,"SB_40","Correct consensus"
"2769",8,1,1,15,"SB_40","Correct consensus"
"2770",9,1,1,15,"SB_40","Correct consensus"
"2771",10,1,1,15,"SB_40","Correct consensus"
"2772",11,1,1,15,"SB_40","Correct consensus"
"2773",12,1,1,15,"SB_40","Correct consensus"
"2774",1,0.65,NA,16,"SB_40","Correct consensus"
"2775",2,0.775,0,16,"SB_40","Correct consensus"
"2776",3,0.775,0,16,"SB_40","Correct consensus"
"2777",4,0.85,0,16,"SB_40","Correct consensus"
"2778",5,0.875,0,16,"SB_40","Correct consensus"
